AssessmentSW,Date,caseload
Abigail Meyer,3/12/2019,0
Emma Brooks,3/12/2019,0
Kyle Wood,3/12/2019,0
Francisco Hudson,3/12/2019,0
David Garza,3/12/2019,0
Dana Tucker,3/12/2019,0
Elmer Sims,3/12/2019,0
Roland Hanson,3/12/2019,0
Stacey Ray,3/12/2019,0
Jeanette Barnes,3/12/2019,0
Rhonda Terry,3/12/2019,0
Chris Hamilton,3/12/2019,0
Jared Gonzales,3/13/2019,0
Sandra Lopez,3/13/2019,0
Devon Riley,3/13/2019,0
Matthew Silva,3/13/2019,0
Shelly Stewart,3/13/2019,0
Aubrey Grant,3/13/2019,0
Alvin Gutierrez,3/13/2019,0
Norman Newman,3/13/2019,0
Scott Franklin,3/13/2019,0
Claude Mills,3/13/2019,0
Colleen Flores,3/13/2019,0
Cherly Jackson,3/13/2019,0
Ana Lewis,3/13/2019,0
Arthur Morris,3/13/2019,0
Devon Beck,3/13/2019,0
Alyssa Medina,3/13/2019,0
Joanne Kim,3/13/2019,0
Gabe Wright,3/13/2019,0
Rose Watts,3/13/2019,0
Ruben Gutierrez,3/13/2019,0
Devon Lee,3/13/2019,0
Anthony Soto,3/13/2019,0
Julian Little,3/13/2019,0
Russell Brown,3/13/2019,0
Mia Boyd,3/13/2019,0
Irma Cooper,3/13/2019,0
Mark Jacobs,3/13/2019,0
Carla Howell,3/13/2019,0
Evan Graham,3/13/2019,0
Beatrice Schmidt,3/13/2019,0
Laurie Gibson,3/13/2019,0
Norman Chambers,3/13/2019,0
Diane Meyer,3/13/2019,0
Ian Young,3/13/2019,0
Sonia Herrera,3/13/2019,0
Abigail Meyer,3/13/2019,0
Emma Brooks,3/13/2019,0
Kyle Wood,3/13/2019,0
Francisco Hudson,3/13/2019,0
David Garza,3/13/2019,0
Dana Tucker,3/13/2019,0
Elmer Sims,3/13/2019,0
Roland Hanson,3/13/2019,0
Stacey Ray,3/13/2019,0
Jeanette Barnes,3/13/2019,0
Rhonda Terry,3/13/2019,0
Chris Hamilton,3/13/2019,0
Jared Gonzales,3/14/2019,0
Sandra Lopez,3/14/2019,0
Devon Riley,3/14/2019,0
Matthew Silva,3/14/2019,0
Shelly Stewart,3/14/2019,0
Aubrey Grant,3/14/2019,0
Alvin Gutierrez,3/14/2019,0
Norman Newman,3/14/2019,0
Scott Franklin,3/14/2019,0
Claude Mills,3/14/2019,0
Colleen Flores,3/14/2019,0
Cherly Jackson,3/14/2019,0
Ana Lewis,3/14/2019,0
Arthur Morris,3/14/2019,0
Devon Beck,3/14/2019,0
Alyssa Medina,3/14/2019,0
Joanne Kim,3/14/2019,0
Gabe Wright,3/14/2019,0
Rose Watts,3/14/2019,0
Ruben Gutierrez,3/14/2019,0
Devon Lee,3/14/2019,0
Anthony Soto,3/14/2019,0
Julian Little,3/14/2019,0
Russell Brown,3/14/2019,0
Mia Boyd,3/14/2019,0
Irma Cooper,3/14/2019,0
Mark Jacobs,3/14/2019,0
Carla Howell,3/14/2019,0
Evan Graham,3/14/2019,0
Beatrice Schmidt,3/14/2019,0
Laurie Gibson,3/14/2019,0
Norman Chambers,3/14/2019,0
Diane Meyer,3/14/2019,0
Ian Young,3/14/2019,0
Sonia Herrera,3/14/2019,0
Abigail Meyer,3/14/2019,0
Emma Brooks,3/14/2019,0
Kyle Wood,3/14/2019,0
Francisco Hudson,3/14/2019,0
David Garza,3/14/2019,0
Dana Tucker,3/14/2019,0
Elmer Sims,3/14/2019,0
Roland Hanson,3/14/2019,0
Stacey Ray,3/14/2019,0
Jeanette Barnes,3/14/2019,0
Rhonda Terry,3/14/2019,0
Chris Hamilton,3/14/2019,0
Jared Gonzales,3/15/2019,0
Sandra Lopez,3/15/2019,0
Devon Riley,3/15/2019,0
Matthew Silva,3/15/2019,0
Shelly Stewart,3/15/2019,0
Aubrey Grant,3/15/2019,0
Alvin Gutierrez,3/15/2019,0
Norman Newman,3/15/2019,0
Scott Franklin,3/15/2019,0
Claude Mills,3/15/2019,0
Colleen Flores,3/15/2019,0
Cherly Jackson,3/15/2019,0
Ana Lewis,3/15/2019,0
Arthur Morris,3/15/2019,0
Devon Beck,3/15/2019,0
Alyssa Medina,3/15/2019,0
Joanne Kim,3/15/2019,0
Gabe Wright,3/15/2019,0
Rose Watts,3/15/2019,0
Ruben Gutierrez,3/15/2019,0
Devon Lee,3/15/2019,0
Anthony Soto,3/15/2019,0
Julian Little,3/15/2019,0
Russell Brown,3/15/2019,0
Mia Boyd,3/15/2019,0
Irma Cooper,3/15/2019,0
Mark Jacobs,3/15/2019,0
Carla Howell,3/15/2019,0
Evan Graham,3/15/2019,0
Beatrice Schmidt,3/15/2019,0
Laurie Gibson,3/15/2019,0
Norman Chambers,3/15/2019,0
Diane Meyer,3/15/2019,0
Ian Young,3/15/2019,0
Sonia Herrera,3/15/2019,0
Abigail Meyer,3/15/2019,0
Emma Brooks,3/15/2019,0
Kyle Wood,3/15/2019,0
Francisco Hudson,3/15/2019,0
David Garza,3/15/2019,0
Dana Tucker,3/15/2019,0
Elmer Sims,3/15/2019,0
Roland Hanson,3/15/2019,0
Stacey Ray,3/15/2019,0
Jeanette Barnes,3/15/2019,0
Rhonda Terry,3/15/2019,0
Chris Hamilton,3/15/2019,0
Jared Gonzales,3/16/2019,0
Sandra Lopez,3/16/2019,0
Devon Riley,3/16/2019,0
Matthew Silva,3/16/2019,0
Shelly Stewart,3/16/2019,0
Aubrey Grant,3/16/2019,0
Alvin Gutierrez,3/16/2019,0
Norman Newman,3/16/2019,0
Scott Franklin,3/16/2019,0
Claude Mills,3/16/2019,0
Colleen Flores,3/16/2019,0
Cherly Jackson,3/16/2019,0
Ana Lewis,3/16/2019,0
Arthur Morris,3/16/2019,0
Devon Beck,3/16/2019,0
Alyssa Medina,3/16/2019,0
Joanne Kim,3/16/2019,0
Gabe Wright,3/16/2019,0
Rose Watts,3/16/2019,0
Ruben Gutierrez,3/16/2019,0
Devon Lee,3/16/2019,0
Anthony Soto,3/16/2019,0
Julian Little,3/16/2019,0
Russell Brown,3/16/2019,0
Mia Boyd,3/16/2019,0
Irma Cooper,3/16/2019,0
Mark Jacobs,3/16/2019,0
Carla Howell,3/16/2019,0
Evan Graham,3/16/2019,0
Beatrice Schmidt,3/16/2019,0
Laurie Gibson,3/16/2019,0
Norman Chambers,3/16/2019,0
Diane Meyer,3/16/2019,0
Ian Young,3/16/2019,0
Sonia Herrera,3/16/2019,0
Abigail Meyer,3/16/2019,0
Emma Brooks,3/16/2019,0
Kyle Wood,3/16/2019,0
Francisco Hudson,3/16/2019,0
David Garza,3/16/2019,0
Dana Tucker,3/16/2019,0
Elmer Sims,3/16/2019,0
Roland Hanson,3/16/2019,0
Stacey Ray,3/16/2019,0
Jeanette Barnes,3/16/2019,0
Rhonda Terry,3/16/2019,0
Chris Hamilton,3/16/2019,0
Jared Gonzales,3/17/2019,0
Sandra Lopez,3/17/2019,0
Devon Riley,3/17/2019,0
Matthew Silva,3/17/2019,0
Shelly Stewart,3/17/2019,0
Aubrey Grant,3/17/2019,0
Alvin Gutierrez,3/17/2019,0
Norman Newman,3/17/2019,0
Scott Franklin,3/17/2019,0
Claude Mills,3/17/2019,0
Colleen Flores,3/17/2019,0
Cherly Jackson,3/17/2019,0
Ana Lewis,3/17/2019,0
Arthur Morris,3/17/2019,0
Devon Beck,3/17/2019,0
Alyssa Medina,3/17/2019,0
Joanne Kim,3/17/2019,0
Gabe Wright,3/17/2019,0
Rose Watts,3/17/2019,0
Ruben Gutierrez,3/17/2019,0
Devon Lee,3/17/2019,0
Anthony Soto,3/17/2019,0
Julian Little,3/17/2019,0
Russell Brown,3/17/2019,0
Mia Boyd,3/17/2019,0
Irma Cooper,3/17/2019,0
Mark Jacobs,3/17/2019,0
Carla Howell,3/17/2019,0
Evan Graham,3/17/2019,0
Beatrice Schmidt,3/17/2019,0
Laurie Gibson,3/17/2019,0
Norman Chambers,3/17/2019,0
Diane Meyer,3/17/2019,0
Ian Young,3/17/2019,0
Sonia Herrera,3/17/2019,0
Abigail Meyer,3/17/2019,0
Emma Brooks,3/17/2019,0
Kyle Wood,3/17/2019,0
Francisco Hudson,3/17/2019,0
David Garza,3/17/2019,0
Dana Tucker,3/17/2019,0
Elmer Sims,3/17/2019,0
Roland Hanson,3/17/2019,0
Stacey Ray,3/17/2019,0
Jeanette Barnes,3/17/2019,0
Rhonda Terry,3/17/2019,0
Chris Hamilton,3/17/2019,0
Jared Gonzales,3/18/2019,0
Sandra Lopez,3/18/2019,0
Devon Riley,3/18/2019,0
Matthew Silva,3/18/2019,0
Shelly Stewart,3/18/2019,0
Aubrey Grant,3/18/2019,0
Alvin Gutierrez,3/18/2019,0
Norman Newman,3/18/2019,0
Scott Franklin,3/18/2019,0
Claude Mills,3/18/2019,0
Colleen Flores,3/18/2019,0
Cherly Jackson,3/18/2019,0
Ana Lewis,3/18/2019,0
Arthur Morris,3/18/2019,0
Devon Beck,3/18/2019,0
Alyssa Medina,3/18/2019,0
Joanne Kim,3/18/2019,0
Gabe Wright,3/18/2019,0
Rose Watts,3/18/2019,0
Ruben Gutierrez,3/18/2019,0
Devon Lee,3/18/2019,0
Anthony Soto,3/18/2019,0
Julian Little,3/18/2019,0
Russell Brown,3/18/2019,0
Mia Boyd,3/18/2019,0
Irma Cooper,3/18/2019,0
Mark Jacobs,3/18/2019,0
Carla Howell,3/18/2019,0
Evan Graham,3/18/2019,0
Audrey Wagner,3/18/2019,0
Beatrice Schmidt,3/18/2019,0
Laurie Gibson,3/18/2019,0
Norman Chambers,3/18/2019,0
Diane Meyer,3/18/2019,0
Ian Young,3/18/2019,0
Sonia Herrera,3/18/2019,0
Abigail Meyer,3/18/2019,0
Emma Brooks,3/18/2019,0
Kyle Wood,3/18/2019,0
Francisco Hudson,3/18/2019,0
David Garza,3/18/2019,0
Dana Tucker,3/18/2019,0
Elmer Sims,3/18/2019,0
Roland Hanson,3/18/2019,0
Stacey Ray,3/18/2019,0
Jeanette Barnes,3/18/2019,0
Rhonda Terry,3/18/2019,0
Chris Hamilton,3/18/2019,0
Jared Gonzales,3/19/2019,0
Sandra Lopez,3/19/2019,0
Devon Riley,3/19/2019,0
Matthew Silva,3/19/2019,0
Shelly Stewart,3/19/2019,0
Aubrey Grant,3/19/2019,0
Alvin Gutierrez,3/19/2019,0
Norman Newman,3/19/2019,0
Scott Franklin,3/19/2019,0
Claude Mills,3/19/2019,0
Colleen Flores,3/19/2019,0
Cherly Jackson,3/19/2019,0
Ana Lewis,3/19/2019,0
Arthur Morris,3/19/2019,0
Devon Beck,3/19/2019,0
Alyssa Medina,3/19/2019,0
Joanne Kim,3/19/2019,0
Gabe Wright,3/19/2019,0
Rose Watts,3/19/2019,0
Ruben Gutierrez,3/19/2019,0
Devon Lee,3/19/2019,0
Anthony Soto,3/19/2019,0
Julian Little,3/19/2019,0
Russell Brown,3/19/2019,0
Mia Boyd,3/19/2019,0
Irma Cooper,3/19/2019,0
Mark Jacobs,3/19/2019,0
Carla Howell,3/19/2019,0
Evan Graham,3/19/2019,0
Audrey Wagner,3/19/2019,0
Beatrice Schmidt,3/19/2019,0
Laurie Gibson,3/19/2019,0
Norman Chambers,3/19/2019,0
Diane Meyer,3/19/2019,0
Ian Young,3/19/2019,0
Sonia Herrera,3/19/2019,0
Abigail Meyer,3/19/2019,0
Emma Brooks,3/19/2019,0
Kyle Wood,3/19/2019,0
Francisco Hudson,3/19/2019,0
David Garza,3/19/2019,0
Dana Tucker,3/19/2019,0
Elmer Sims,3/19/2019,0
Roland Hanson,3/19/2019,0
Stacey Ray,3/19/2019,0
Jeanette Barnes,3/19/2019,0
Rhonda Terry,3/19/2019,0
Chris Hamilton,3/19/2019,0
Jared Gonzales,3/20/2019,0
Sandra Lopez,3/20/2019,0
Devon Riley,3/20/2019,0
Matthew Silva,3/20/2019,0
Shelly Stewart,3/20/2019,0
Aubrey Grant,3/20/2019,0
Alvin Gutierrez,3/20/2019,0
Norman Newman,3/20/2019,0
Scott Franklin,3/20/2019,0
Claude Mills,3/20/2019,0
Colleen Flores,3/20/2019,0
Cherly Jackson,3/20/2019,0
Ana Lewis,3/20/2019,0
Arthur Morris,3/20/2019,0
Devon Beck,3/20/2019,0
Alyssa Medina,3/20/2019,0
Joanne Kim,3/20/2019,0
Gabe Wright,3/20/2019,0
Rose Watts,3/20/2019,0
Ruben Gutierrez,3/20/2019,0
Devon Lee,3/20/2019,0
Anthony Soto,3/20/2019,0
Julian Little,3/20/2019,0
Russell Brown,3/20/2019,0
Mia Boyd,3/20/2019,0
Irma Cooper,3/20/2019,0
Mark Jacobs,3/20/2019,0
Carla Howell,3/20/2019,0
Evan Graham,3/20/2019,0
Audrey Wagner,3/20/2019,0
Beatrice Schmidt,3/20/2019,0
Laurie Gibson,3/20/2019,0
Norman Chambers,3/20/2019,0
Diane Meyer,3/20/2019,0
Ian Young,3/20/2019,0
Sonia Herrera,3/20/2019,0
Abigail Meyer,3/20/2019,0
Emma Brooks,3/20/2019,0
Kyle Wood,3/20/2019,0
Francisco Hudson,3/20/2019,0
David Garza,3/20/2019,0
Dana Tucker,3/20/2019,0
Elmer Sims,3/20/2019,0
Roland Hanson,3/20/2019,0
Stacey Ray,3/20/2019,0
Jeanette Barnes,3/20/2019,0
Rhonda Terry,3/20/2019,0
Chris Hamilton,3/20/2019,0
Jared Gonzales,3/21/2019,0
Sandra Lopez,3/21/2019,0
Devon Riley,3/21/2019,0
Matthew Silva,3/21/2019,0
Shelly Stewart,3/21/2019,0
Aubrey Grant,3/21/2019,0
Alvin Gutierrez,3/21/2019,0
Norman Newman,3/21/2019,0
Scott Franklin,3/21/2019,0
Claude Mills,3/21/2019,0
Colleen Flores,3/21/2019,0
Cherly Jackson,3/21/2019,0
Ana Lewis,3/21/2019,0
Arthur Morris,3/21/2019,0
Devon Beck,3/21/2019,0
Alyssa Medina,3/21/2019,0
Joanne Kim,3/21/2019,0
Gabe Wright,3/21/2019,0
Rose Watts,3/21/2019,0
Ruben Gutierrez,3/21/2019,0
Devon Lee,3/21/2019,0
Anthony Soto,3/21/2019,0
Julian Little,3/21/2019,0
Russell Brown,3/21/2019,0
Mia Boyd,3/21/2019,0
Irma Cooper,3/21/2019,0
Mark Jacobs,3/21/2019,0
Carla Howell,3/21/2019,0
Evan Graham,3/21/2019,0
Audrey Wagner,3/21/2019,0
Beatrice Schmidt,3/21/2019,0
Laurie Gibson,3/21/2019,0
Norman Chambers,3/21/2019,0
Diane Meyer,3/21/2019,0
Ian Young,3/21/2019,0
Sonia Herrera,3/21/2019,0
Abigail Meyer,3/21/2019,0
Emma Brooks,3/21/2019,0
Kyle Wood,3/21/2019,0
Francisco Hudson,3/21/2019,0
David Garza,3/21/2019,0
Dana Tucker,3/21/2019,0
Elmer Sims,3/21/2019,0
Roland Hanson,3/21/2019,0
Stacey Ray,3/21/2019,0
Jeanette Barnes,3/21/2019,0
Rhonda Terry,3/21/2019,0
Chris Hamilton,3/21/2019,0
Jared Gonzales,3/22/2019,0
Sandra Lopez,3/22/2019,0
Devon Riley,3/22/2019,0
Matthew Silva,3/22/2019,0
Shelly Stewart,3/22/2019,0
Aubrey Grant,3/22/2019,0
Alvin Gutierrez,3/22/2019,0
Norman Newman,3/22/2019,0
Scott Franklin,3/22/2019,0
Claude Mills,3/22/2019,0
Colleen Flores,3/22/2019,0
Cherly Jackson,3/22/2019,0
Ana Lewis,3/22/2019,0
Arthur Morris,3/22/2019,0
Devon Beck,3/22/2019,0
Alyssa Medina,3/22/2019,0
Joanne Kim,3/22/2019,0
Gabe Wright,3/22/2019,0
Rose Watts,3/22/2019,0
Ruben Gutierrez,3/22/2019,0
Devon Lee,3/22/2019,0
Anthony Soto,3/22/2019,0
Julian Little,3/22/2019,0
Russell Brown,3/22/2019,0
Mia Boyd,3/22/2019,0
Irma Cooper,3/22/2019,0
Mark Jacobs,3/22/2019,0
Carla Howell,3/22/2019,0
Evan Graham,3/22/2019,0
Audrey Wagner,3/22/2019,0
Beatrice Schmidt,3/22/2019,0
Laurie Gibson,3/22/2019,0
Norman Chambers,3/22/2019,0
Diane Meyer,3/22/2019,0
Ian Young,3/22/2019,0
Sonia Herrera,3/22/2019,0
Abigail Meyer,3/22/2019,0
Emma Brooks,3/22/2019,0
Kyle Wood,3/22/2019,0
Francisco Hudson,3/22/2019,0
David Garza,3/22/2019,0
Dana Tucker,3/22/2019,0
Elmer Sims,3/22/2019,0
Roland Hanson,3/22/2019,0
Stacey Ray,3/22/2019,0
Jeanette Barnes,3/22/2019,0
Rhonda Terry,3/22/2019,0
Chris Hamilton,3/22/2019,0
Jared Gonzales,3/23/2019,0
Sandra Lopez,3/23/2019,0
Devon Riley,3/23/2019,0
Matthew Silva,3/23/2019,0
Shelly Stewart,3/23/2019,0
Aubrey Grant,3/23/2019,0
Alvin Gutierrez,3/23/2019,0
Norman Newman,3/23/2019,0
Scott Franklin,3/23/2019,0
Claude Mills,3/23/2019,0
Colleen Flores,3/23/2019,0
Cherly Jackson,3/23/2019,0
Ana Lewis,3/23/2019,0
Arthur Morris,3/23/2019,0
Devon Beck,3/23/2019,0
Alyssa Medina,3/23/2019,0
Joanne Kim,3/23/2019,0
Gabe Wright,3/23/2019,0
Rose Watts,3/23/2019,0
Ruben Gutierrez,3/23/2019,0
Devon Lee,3/23/2019,0
Anthony Soto,3/23/2019,0
Julian Little,3/23/2019,0
Russell Brown,3/23/2019,0
Mia Boyd,3/23/2019,0
Irma Cooper,3/23/2019,0
Mark Jacobs,3/23/2019,0
Carla Howell,3/23/2019,0
Evan Graham,3/23/2019,0
Audrey Wagner,3/23/2019,0
Beatrice Schmidt,3/23/2019,0
Laurie Gibson,3/23/2019,0
Norman Chambers,3/23/2019,0
Diane Meyer,3/23/2019,0
Ian Young,3/23/2019,0
Sonia Herrera,3/23/2019,0
Abigail Meyer,3/23/2019,0
Emma Brooks,3/23/2019,0
Kyle Wood,3/23/2019,0
Francisco Hudson,3/23/2019,0
David Garza,3/23/2019,0
Dana Tucker,3/23/2019,0
Elmer Sims,3/23/2019,0
Roland Hanson,3/23/2019,0
Stacey Ray,3/23/2019,0
Jeanette Barnes,3/23/2019,0
Rhonda Terry,3/23/2019,0
Chris Hamilton,3/23/2019,0
Jared Gonzales,3/24/2019,0
Sandra Lopez,3/24/2019,0
Devon Riley,3/24/2019,0
Matthew Silva,3/24/2019,0
Shelly Stewart,3/24/2019,0
Aubrey Grant,3/24/2019,0
Alvin Gutierrez,3/24/2019,0
Norman Newman,3/24/2019,0
Scott Franklin,3/24/2019,0
Claude Mills,3/24/2019,0
Colleen Flores,3/24/2019,0
Cherly Jackson,3/24/2019,0
Ana Lewis,3/24/2019,0
Arthur Morris,3/24/2019,0
Devon Beck,3/24/2019,0
Alyssa Medina,3/24/2019,0
Joanne Kim,3/24/2019,0
Gabe Wright,3/24/2019,0
Rose Watts,3/24/2019,0
Ruben Gutierrez,3/24/2019,0
Devon Lee,3/24/2019,0
Anthony Soto,3/24/2019,0
Julian Little,3/24/2019,0
Russell Brown,3/24/2019,0
Mia Boyd,3/24/2019,0
Irma Cooper,3/24/2019,0
Mark Jacobs,3/24/2019,0
Carla Howell,3/24/2019,0
Evan Graham,3/24/2019,0
Audrey Wagner,3/24/2019,0
Beatrice Schmidt,3/24/2019,0
Laurie Gibson,3/24/2019,0
Norman Chambers,3/24/2019,0
Diane Meyer,3/24/2019,0
Ian Young,3/24/2019,0
Sonia Herrera,3/24/2019,0
Abigail Meyer,3/24/2019,0
Emma Brooks,3/24/2019,0
Kyle Wood,3/24/2019,0
Francisco Hudson,3/24/2019,0
David Garza,3/24/2019,0
Dana Tucker,3/24/2019,0
Elmer Sims,3/24/2019,0
Roland Hanson,3/24/2019,0
Stacey Ray,3/24/2019,0
Jeanette Barnes,3/24/2019,0
Rhonda Terry,3/24/2019,0
Chris Hamilton,3/24/2019,0
Jared Gonzales,3/25/2019,0
Sandra Lopez,3/25/2019,0
Devon Riley,3/25/2019,0
Matthew Silva,3/25/2019,0
Shelly Stewart,3/25/2019,0
Aubrey Grant,3/25/2019,0
Alvin Gutierrez,3/25/2019,0
Norman Newman,3/25/2019,0
Scott Franklin,3/25/2019,0
Claude Mills,3/25/2019,0
Colleen Flores,3/25/2019,0
Cherly Jackson,3/25/2019,0
Ana Lewis,3/25/2019,0
Arthur Morris,3/25/2019,0
Devon Beck,3/25/2019,0
Alyssa Medina,3/25/2019,0
Joanne Kim,3/25/2019,0
Gabe Wright,3/25/2019,0
Rose Watts,3/25/2019,0
Ruben Gutierrez,3/25/2019,0
Devon Lee,3/25/2019,0
Anthony Soto,3/25/2019,0
Julian Little,3/25/2019,0
Russell Brown,3/25/2019,0
Mia Boyd,3/25/2019,0
Irma Cooper,3/25/2019,0
Mark Jacobs,3/25/2019,0
Carla Howell,3/25/2019,0
Evan Graham,3/25/2019,0
Audrey Wagner,3/25/2019,0
Beatrice Schmidt,3/25/2019,0
Laurie Gibson,3/25/2019,0
Norman Chambers,3/25/2019,0
Diane Meyer,3/25/2019,0
Ian Young,3/25/2019,0
Sonia Herrera,3/25/2019,0
Abigail Meyer,3/25/2019,0
Emma Brooks,3/25/2019,0
Kyle Wood,3/25/2019,0
Francisco Hudson,3/25/2019,0
David Garza,3/25/2019,0
Dana Tucker,3/25/2019,0
Elmer Sims,3/25/2019,0
Roland Hanson,3/25/2019,0
Stacey Ray,3/25/2019,0
Jeanette Barnes,3/25/2019,0
Rhonda Terry,3/25/2019,0
Chris Hamilton,3/25/2019,0
Jared Gonzales,3/26/2019,0
Sandra Lopez,3/26/2019,0
Devon Riley,3/26/2019,0
Matthew Silva,3/26/2019,0
Shelly Stewart,3/26/2019,0
Aubrey Grant,3/26/2019,0
Alvin Gutierrez,3/26/2019,0
Norman Newman,3/26/2019,0
Scott Franklin,3/26/2019,0
Claude Mills,3/26/2019,0
Colleen Flores,3/26/2019,0
Cherly Jackson,3/26/2019,0
Ana Lewis,3/26/2019,0
Devon Beck,3/26/2019,0
Alyssa Medina,3/26/2019,0
Joanne Kim,3/26/2019,0
Gabe Wright,3/26/2019,0
Rose Watts,3/26/2019,0
Ruben Gutierrez,3/26/2019,0
Devon Lee,3/26/2019,0
Anthony Soto,3/26/2019,0
Julian Little,3/26/2019,0
Russell Brown,3/26/2019,0
Mia Boyd,3/26/2019,0
Irma Cooper,3/26/2019,0
Mark Jacobs,3/26/2019,0
Carla Howell,3/26/2019,0
Evan Graham,3/26/2019,0
Audrey Wagner,3/26/2019,0
Beatrice Schmidt,3/26/2019,0
Laurie Gibson,3/26/2019,0
Norman Chambers,3/26/2019,0
Diane Meyer,3/26/2019,0
Ian Young,3/26/2019,0
Sonia Herrera,3/26/2019,0
Abigail Meyer,3/26/2019,0
Emma Brooks,3/26/2019,0
Kyle Wood,3/26/2019,0
Francisco Hudson,3/26/2019,0
David Garza,3/26/2019,0
Dana Tucker,3/26/2019,0
Elmer Sims,3/26/2019,0
Roland Hanson,3/26/2019,0
Stacey Ray,3/26/2019,0
Jeanette Barnes,3/26/2019,0
Rhonda Terry,3/26/2019,0
Chris Hamilton,3/26/2019,0
Jared Gonzales,3/27/2019,0
Sandra Lopez,3/27/2019,0
Devon Riley,3/27/2019,0
Matthew Silva,3/27/2019,0
Shelly Stewart,3/27/2019,0
Aubrey Grant,3/27/2019,0
Alvin Gutierrez,3/27/2019,0
Norman Newman,3/27/2019,0
Scott Franklin,3/27/2019,0
Claude Mills,3/27/2019,0
Colleen Flores,3/27/2019,0
Cherly Jackson,3/27/2019,0
Ana Lewis,3/27/2019,0
Devon Beck,3/27/2019,0
Alyssa Medina,3/27/2019,0
Joanne Kim,3/27/2019,0
Gabe Wright,3/27/2019,0
Rose Watts,3/27/2019,0
Ruben Gutierrez,3/27/2019,0
Devon Lee,3/27/2019,0
Anthony Soto,3/27/2019,0
Julian Little,3/27/2019,0
Russell Brown,3/27/2019,0
Mia Boyd,3/27/2019,0
Irma Cooper,3/27/2019,0
Mark Jacobs,3/27/2019,0
Carla Howell,3/27/2019,0
Evan Graham,3/27/2019,0
Audrey Wagner,3/27/2019,0
Beatrice Schmidt,3/27/2019,0
Laurie Gibson,3/27/2019,0
Norman Chambers,3/27/2019,0
Diane Meyer,3/27/2019,0
Ian Young,3/27/2019,0
Sonia Herrera,3/27/2019,0
Abigail Meyer,3/27/2019,0
Emma Brooks,3/27/2019,0
Kyle Wood,3/27/2019,0
Francisco Hudson,3/27/2019,0
David Garza,3/27/2019,0
Dana Tucker,3/27/2019,0
Elmer Sims,3/27/2019,0
Roland Hanson,3/27/2019,0
Stacey Ray,3/27/2019,0
Jeanette Barnes,3/27/2019,0
Rhonda Terry,3/27/2019,0
Chris Hamilton,3/27/2019,0
Jared Gonzales,3/28/2019,0
Sandra Lopez,3/28/2019,0
Devon Riley,3/28/2019,0
Matthew Silva,3/28/2019,0
Shelly Stewart,3/28/2019,0
Aubrey Grant,3/28/2019,0
Alvin Gutierrez,3/28/2019,0
Norman Newman,3/28/2019,0
Scott Franklin,3/28/2019,0
Claude Mills,3/28/2019,0
Colleen Flores,3/28/2019,0
Cherly Jackson,3/28/2019,0
Ana Lewis,3/28/2019,0
Devon Beck,3/28/2019,0
Alyssa Medina,3/28/2019,0
Joanne Kim,3/28/2019,0
Gabe Wright,3/28/2019,0
Rose Watts,3/28/2019,0
Ruben Gutierrez,3/28/2019,0
Devon Lee,3/28/2019,0
Anthony Soto,3/28/2019,0
Julian Little,3/28/2019,0
Russell Brown,3/28/2019,0
Mia Boyd,3/28/2019,0
Irma Cooper,3/28/2019,0
Mark Jacobs,3/28/2019,0
Carla Howell,3/28/2019,0
Evan Graham,3/28/2019,0
Audrey Wagner,3/28/2019,0
Beatrice Schmidt,3/28/2019,0
Laurie Gibson,3/28/2019,0
Norman Chambers,3/28/2019,0
Diane Meyer,3/28/2019,0
Ian Young,3/28/2019,0
Sonia Herrera,3/28/2019,0
Abigail Meyer,3/28/2019,0
Emma Brooks,3/28/2019,0
Kyle Wood,3/28/2019,0
Francisco Hudson,3/28/2019,0
David Garza,3/28/2019,0
Dana Tucker,3/28/2019,0
Elmer Sims,3/28/2019,0
Roland Hanson,3/28/2019,0
Stacey Ray,3/28/2019,0
Jeanette Barnes,3/28/2019,0
Rhonda Terry,3/28/2019,0
Chris Hamilton,3/28/2019,0
Jared Gonzales,3/29/2019,0
Sandra Lopez,3/29/2019,0
Devon Riley,3/29/2019,0
Matthew Silva,3/29/2019,0
Shelly Stewart,3/29/2019,0
Aubrey Grant,3/29/2019,0
Alvin Gutierrez,3/29/2019,0
Norman Newman,3/29/2019,0
Scott Franklin,3/29/2019,0
Claude Mills,3/29/2019,0
Colleen Flores,3/29/2019,0
Cherly Jackson,3/29/2019,0
Ana Lewis,3/29/2019,0
Devon Beck,3/29/2019,0
Alyssa Medina,3/29/2019,0
Joanne Kim,3/29/2019,0
Gabe Wright,3/29/2019,0
Rose Watts,3/29/2019,0
Ruben Gutierrez,3/29/2019,0
Devon Lee,3/29/2019,0
Anthony Soto,3/29/2019,0
Julian Little,3/29/2019,0
Russell Brown,3/29/2019,0
Mia Boyd,3/29/2019,0
Irma Cooper,3/29/2019,0
Mark Jacobs,3/29/2019,0
Carla Howell,3/29/2019,0
Evan Graham,3/29/2019,0
Audrey Wagner,3/29/2019,0
Beatrice Schmidt,3/29/2019,0
Laurie Gibson,3/29/2019,0
Norman Chambers,3/29/2019,0
Diane Meyer,3/29/2019,0
Ian Young,3/29/2019,0
Sonia Herrera,3/29/2019,0
Abigail Meyer,3/29/2019,0
Emma Brooks,3/29/2019,0
Kyle Wood,3/29/2019,0
Francisco Hudson,3/29/2019,0
David Garza,3/29/2019,0
Dana Tucker,3/29/2019,0
Elmer Sims,3/29/2019,0
